State,Period,Value
South Carolina,2020-06,7.9
South Carolina,2020-07,7.4
South Carolina,2020-08,5.9
South Carolina,2020-09,5.6
South Carolina,2020-10,5
South Carolina,2020-11,4.8
South Carolina,2020-12,4.9
South Carolina,2021-01,5
South Carolina,2021-02,4.8
South Carolina,2021-03,4.3
South Carolina,2021-04,3.7
South Carolina,2021-05,3.6
South Carolina,2021-06,4.5
South Carolina,2021-07,4.3
South Carolina,2021-08,4
South Carolina,2021-09,3.3
South Carolina,2021-10,3.3
South Carolina,2021-11,3.1
South Carolina,2021-12,3.1
South Carolina,2022-01,3.8
South Carolina,2022-02,3.8
South Carolina,2022-03,3.2
South Carolina,2022-04,2.6
South Carolina,2022-05,2.9
South Carolina,2022-06,3.5
South Carolina,2022-07,3.4
South Carolina,2022-08,3.4
South Carolina,2022-09,3
South Carolina,2022-10,3.3
South Carolina,2022-11,2.9
South Carolina,2022-12,3
South Carolina,2023-01,3.4
South Carolina,2023-02,3.5
South Carolina,2023-03,3
South Carolina,2023-04,2.3
South Carolina,2023-05,2.7
South Carolina,2023-06,3.2
South Carolina,2023-07,3
South Carolina,2023-08,2.7
South Carolina,2023-09,2.7
South Carolina,2023-10,3.1
South Carolina,2023-11,2.9
South Carolina,2023-12,3
South Carolina,2024-01,3.4
South Carolina,2024-02,3.6
South Carolina,2024-03,3.3
South Carolina,2024-04,2.9
South Carolina,2024-05,3.6
South Carolina,2024-06,4.6
South Carolina,2024-07,4.9
South Carolina,2024-08,5.3
South Carolina,2024-09,4.5
South Carolina,2024-10,4.7
South Carolina,2024-11,4.7
South Carolina,2024-12,4
Tennessee,2010-01,11.1
Tennessee,2010-02,10.8
Tennessee,2010-03,10.6
Tennessee,2010-04,9.7
Tennessee,2010-05,9.4
Tennessee,2010-06,9.9
Tennessee,2010-07,9.7
Tennessee,2010-08,9.6
Tennessee,2010-09,9.3
Tennessee,2010-10,9.2
Tennessee,2010-11,9.5
Tennessee,2010-12,9.4
Tennessee,2011-01,10.2
Tennessee,2011-02,9.8
Tennessee,2011-03,9.5
Tennessee,2011-04,8.9
Tennessee,2011-05,8.9
Tennessee,2011-06,9.8
Tennessee,2011-07,9.4
Tennessee,2011-08,9.2
Tennessee,2011-09,8.9
Tennessee,2011-10,8.5
Tennessee,2011-11,8.1
Tennessee,2011-12,8.1
Tennessee,2012-01,8.6
Tennessee,2012-02,8.4
Tennessee,2012-03,8.1
Tennessee,2012-04,7.5
Tennessee,2012-05,7.7
Tennessee,2012-06,8.6
Tennessee,2012-07,8.6
Tennessee,2012-08,8
Tennessee,2012-09,7.5
Tennessee,2012-10,7.6
Tennessee,2012-11,7.3
Tennessee,2012-12,7.7
Tennessee,2013-01,8.7
Tennessee,2013-02,8.2
Tennessee,2013-03,7.9
Tennessee,2013-04,7.4
Tennessee,2013-05,7.6
Tennessee,2013-06,8.5
Tennessee,2013-07,8.2
Tennessee,2013-08,7.7
Tennessee,2013-09,7.5
Tennessee,2013-10,7.5
Tennessee,2013-11,6.9
Tennessee,2013-12,6.8
Tennessee,2014-01,7.1
Tennessee,2014-02,7.1
Tennessee,2014-03,6.9
Tennessee,2014-04,6
Tennessee,2014-05,6.3
Tennessee,2014-06,7.1
Tennessee,2014-07,7.3
Tennessee,2014-08,6.9
Tennessee,2014-09,6.4
Tennessee,2014-10,6.1
Tennessee,2014-11,6.1
Tennessee,2014-12,5.9
Tennessee,2015-01,6.6
Tennessee,2015-02,6.2
Tennessee,2015-03,5.9
Tennessee,2015-04,5.3
Tennessee,2015-05,5.6
Tennessee,2015-06,6.2
Tennessee,2015-07,6
Tennessee,2015-08,5.5
Tennessee,2015-09,5.2
Tennessee,2015-10,5
Tennessee,2015-11,4.9
Tennessee,2015-12,4.7
Tennessee,2016-01,5
Tennessee,2016-02,4.8
Tennessee,2016-03,4.7
Tennessee,2016-04,4.3
Tennessee,2016-05,4.2
Tennessee,2016-06,5.2
Tennessee,2016-07,5.2
Tennessee,2016-08,5
Tennessee,2016-09,4.9
Tennessee,2016-10,4.7
Tennessee,2016-11,4.5
Tennessee,2016-12,4.5
Tennessee,2017-01,5
Tennessee,2017-02,4.6
Tennessee,2017-03,4.1
Tennessee,2017-04,3.4
Tennessee,2017-05,3.2
Tennessee,2017-06,4.1
Tennessee,2017-07,3.9
Tennessee,2017-08,3.6
Tennessee,2017-09,3.2
Tennessee,2017-10,3.3
Tennessee,2017-11,3.2
Tennessee,2017-12,3.2
Tennessee,2018-01,3.8
Tennessee,2018-02,3.6
Tennessee,2018-03,3.5
Tennessee,2018-04,3.1
Tennessee,2018-05,3.1
Tennessee,2018-06,4.1
Tennessee,2018-07,3.9
Tennessee,2018-08,3.6
Tennessee,2018-09,3.4
Tennessee,2018-10,3.4
Tennessee,2018-11,3.1
Tennessee,2018-12,3.2
Tennessee,2019-01,3.9
Tennessee,2019-02,3.4
Tennessee,2019-03,3.4
Tennessee,2019-04,2.9
Tennessee,2019-05,3.1
Tennessee,2019-06,3.8
Tennessee,2019-07,3.7
Tennessee,2019-08,3.3
Tennessee,2019-09,3.1
Tennessee,2019-10,3.3
Tennessee,2019-11,3.1
Tennessee,2019-12,3.1
Tennessee,2020-01,3.7
Tennessee,2020-02,3.4
Tennessee,2020-03,3.9
Tennessee,2020-04,15
Tennessee,2020-05,11.8
Tennessee,2020-06,10.8
Tennessee,2020-07,10.1
Tennessee,2020-08,7.7
Tennessee,2020-09,6.9
Tennessee,2020-10,5.9
Tennessee,2020-11,5.3
Tennessee,2020-12,5.3
Tennessee,2021-01,5.6
Tennessee,2021-02,5.4
Tennessee,2021-03,5.1
Tennessee,2021-04,4.6
Tennessee,2021-05,4.6
Tennessee,2021-06,5.6
Tennessee,2021-07,4.9
Tennessee,2021-08,4.3
Tennessee,2021-09,3.8
Tennessee,2021-10,3.5
Tennessee,2021-11,3.2
Tennessee,2021-12,3
Tennessee,2022-01,3.7
Tennessee,2022-02,3.5
Tennessee,2022-03,3.2
Tennessee,2022-04,3
Tennessee,2022-05,3.2
Tennessee,2022-06,4
Tennessee,2022-07,3.7
Tennessee,2022-08,3.6
Tennessee,2022-09,3.2
Tennessee,2022-10,3.4
Tennessee,2022-11,3.2
Tennessee,2022-12,3
Tennessee,2023-01,3.6
Tennessee,2023-02,3.5
Tennessee,2023-03,3.2
Tennessee,2023-04,2.7
Tennessee,2023-05,3.1
Tennessee,2023-06,3.7
Tennessee,2023-07,3.5
Tennessee,2023-08,3.4
Tennessee,2023-09,3.3
Tennessee,2023-10,3.4
Tennessee,2023-11,3.1
Tennessee,2023-12,3
Tennessee,2024-01,3.5
Tennessee,2024-02,2.8
Tennessee,2024-03,3
Tennessee,2024-04,2.7
Tennessee,2024-05,2.8
Tennessee,2024-06,3.7
Tennessee,2024-07,3.6
Tennessee,2024-08,3.5
Tennessee,2024-09,3.6
Tennessee,2024-10,3.5
Tennessee,2024-11,3.5
Tennessee,2024-12,3.5
Texas,2010-01,8.6
Texas,2010-02,8.4
Texas,2010-03,8.3
Texas,2010-04,7.9
Texas,2010-05,7.9
Texas,2010-06,8.4
Texas,2010-07,8.4
Texas,2010-08,8.3
Texas,2010-09,8.1
Texas,2010-10,7.9
Texas,2010-11,8.2
Texas,2010-12,8
Texas,2011-01,8.5
Texas,2011-02,8.2
Texas,2011-03,8.1
Texas,2011-04,7.7
Texas,2011-05,8
Texas,2011-06,8.7
Texas,2011-07,8.7
Texas,2011-08,8.4
Texas,2011-09,8.1
Texas,2011-10,7.6
Texas,2011-11,7.2
Texas,2011-12,7
Texas,2012-01,7.3
Texas,2012-02,7.1
Texas,2012-03,6.6
Texas,2012-04,6.3
Texas,2012-05,6.6
Texas,2012-06,7.3
Texas,2012-07,7.3
Texas,2012-08,6.9
Texas,2012-09,6.4
Texas,2012-10,6.2
Texas,2012-11,6.1
Texas,2012-12,6.2
Texas,2013-01,7
Texas,2013-02,6.6
Texas,2013-03,6.4
Texas,2013-04,6
Texas,2013-05,6.3
Texas,2013-06,6.9
Texas,2013-07,6.7
Texas,2013-08,6.4
Texas,2013-09,6.3
Texas,2013-10,6
Texas,2013-11,5.8
Texas,2013-12,5.5
Texas,2014-01,5.8
Texas,2014-02,5.8
Texas,2014-03,5.5
Texas,2014-04,4.8
Texas,2014-05,5.1
Texas,2014-06,5.5
Texas,2014-07,5.7
Texas,2014-08,5.4
Texas,2014-09,5
Texas,2014-10,4.7
Texas,2014-11,4.6
Texas,2014-12,4.2
Texas,2015-01,4.8
Texas,2015-02,4.5
Texas,2015-03,4.4
Texas,2015-04,4.1
Texas,2015-05,4.3
Texas,2015-06,4.7
Texas,2015-07,4.8
Texas,2015-08,4.6
Texas,2015-09,4.5
Texas,2015-10,4.4
Texas,2015-11,4.4
Texas,2015-12,4.2
Texas,2016-01,4.5
Texas,2016-02,4.4
Texas,2016-03,4.5
Texas,2016-04,4.3
Texas,2016-05,4.3
Texas,2016-06,5
Texas,2016-07,5.1
Texas,2016-08,5
Texas,2016-09,4.9
Texas,2016-10,4.6
Texas,2016-11,4.5
Texas,2016-12,4.6
Texas,2017-01,5
Texas,2017-02,5
Texas,2017-03,4.6
Texas,2017-04,4.2
Texas,2017-05,4.2
Texas,2017-06,4.6
Texas,2017-07,4.5
Texas,2017-08,4.5
Texas,2017-09,4.1
Texas,2017-10,3.8
Texas,2017-11,3.9
Texas,2017-12,3.8
Texas,2018-01,4.3
Texas,2018-02,4.2
Texas,2018-03,4
Texas,2018-04,3.7
Texas,2018-05,3.6
Texas,2018-06,4.3
Texas,2018-07,4.1
Texas,2018-08,4
Texas,2018-09,3.8
Texas,2018-10,3.6
Texas,2018-11,3.6
Texas,2018-12,3.7
Texas,2019-01,4.2
Texas,2019-02,3.8
Texas,2019-03,3.5
Texas,2019-04,3.1
Texas,2019-05,3.1
Texas,2019-06,3.8
Texas,2019-07,3.9
Texas,2019-08,3.7
Texas,2019-09,3.4
Texas,2019-10,3.3
Texas,2019-11,3.3
Texas,2019-12,3.2
Texas,2020-01,3.7
Texas,2020-02,3.5
Texas,2020-03,5.4
Texas,2020-04,12.3
Texas,2020-05,11.8
Texas,2020-06,10.4
Texas,2020-07,9.7
Texas,2020-08,7.9
Texas,2020-09,7.7
Texas,2020-10,6.7
Texas,2020-11,6.8
Texas,2020-12,6.7
Texas,2021-01,7
Texas,2021-02,6.9
Texas,2021-03,6.4
Texas,2021-04,5.9
Texas,2021-05,5.7
Texas,2021-06,6.4
Texas,2021-07,5.9
Texas,2021-08,5.5
Texas,2021-09,5
Texas,2021-10,4.7
Texas,2021-11,4.4
Texas,2021-12,4.1
Texas,2022-01,4.6
Texas,2022-02,4.3
Texas,2022-03,3.8
Texas,2022-04,3.5
Texas,2022-05,3.6
Texas,2022-06,4.2
Texas,2022-07,4.1
Texas,2022-08,4
Texas,2022-09,3.8
Texas,2022-10,3.8
Texas,2022-11,3.8
Texas,2022-12,3.7
Texas,2023-01,4.3
Texas,2023-02,4.4
Texas,2023-03,4
Texas,2023-04,3.5
Texas,2023-05,3.9
Texas,2023-06,4.2
Texas,2023-07,4.2
Texas,2023-08,4.2
Texas,2023-09,3.9
Texas,2023-10,3.7
Texas,2023-11,3.5
Texas,2023-12,3.5
Texas,2024-01,4.1
Texas,2024-02,4.4
Texas,2024-03,4.1
Texas,2024-04,3.5
Texas,2024-05,3.8
Texas,2024-06,4.5
Texas,2024-07,4.4
Texas,2024-08,4.4
Texas,2024-09,4.1
Texas,2024-10,4.1
Texas,2024-11,4.2
Texas,2024-12,3.7
Virginia,2010-01,8.1
Virginia,2010-02,8.1
Virginia,2010-03,7.9
Virginia,2010-04,7.2
Virginia,2010-05,7.3
Virginia,2010-06,7.3
Virginia,2010-07,7.3
Virginia,2010-08,7.3
Virginia,2010-09,7
Virginia,2010-10,6.8
Virginia,2010-11,6.9
Virginia,2010-12,6.7
Virginia,2011-01,7.2
Virginia,2011-02,6.9
Virginia,2011-03,6.6
Virginia,2011-04,6.1
Virginia,2011-05,6.4
Virginia,2011-06,6.8
Virginia,2011-07,6.7
Virginia,2011-08,6.8
Virginia,2011-09,6.6
Virginia,2011-10,6.3
Virginia,2011-11,6.1
Virginia,2011-12,6.2
Virginia,2012-01,6.6
Virginia,2012-02,6.5
Virginia,2012-03,6.2
Virginia,2012-04,5.6
Virginia,2012-05,5.9
Virginia,2012-06,6.2
Virginia,2012-07,6.3
Virginia,2012-08,6.1
Virginia,2012-09,5.7
Virginia,2012-10,5.5
Virginia,2012-11,5.3
Virginia,2012-12,5.4
Virginia,2013-01,6.2
Virginia,2013-02,5.9
Virginia,2013-03,5.5
Virginia,2013-04,5.2
Virginia,2013-05,5.6
Virginia,2013-06,5.9
Virginia,2013-07,5.8
Virginia,2013-08,5.7
Virginia,2013-09,5.5
Virginia,2013-10,5.5
Virginia,2013-11,5.1
Virginia,2013-12,5
Virginia,2014-01,5.6
Virginia,2014-02,5.6
Virginia,2014-03,5.5
Virginia,2014-04,4.7
Virginia,2014-05,5.2
Virginia,2014-06,5.2
Virginia,2014-07,5.3
Virginia,2014-08,5.4
Virginia,2014-09,4.9
Virginia,2014-10,4.7
Virginia,2014-11,4.6
Virginia,2014-12,4.5
Virginia,2015-01,5.1
Virginia,2015-02,5
Virginia,2015-03,4.7
Virginia,2015-04,4.2
Virginia,2015-05,4.6
Virginia,2015-06,4.6
Virginia,2015-07,4.4
Virginia,2015-08,4.3
Virginia,2015-09,4
Virginia,2015-10,4
Virginia,2015-11,3.9
Virginia,2015-12,3.8
Virginia,2016-01,4.2
Virginia,2016-02,4.1
Virginia,2016-03,4
Virginia,2016-04,3.5
Virginia,2016-05,3.8
Virginia,2016-06,4.1
Virginia,2016-07,4.2
Virginia,2016-08,4.3
Virginia,2016-09,4.1
Virginia,2016-10,4
Virginia,2016-11,3.8
Virginia,2016-12,3.7
Virginia,2017-01,4.4
Virginia,2017-02,4.2
Virginia,2017-03,4
Virginia,2017-04,3.5
Virginia,2017-05,3.7
Virginia,2017-06,3.7
Virginia,2017-07,3.7
Virginia,2017-08,3.8
Virginia,2017-09,3.5
Virginia,2017-10,3.3
Virginia,2017-11,3.2
Virginia,2017-12,3.1
Virginia,2018-01,3.6
Virginia,2018-02,3.4
Virginia,2018-03,3.3
Virginia,2018-04,2.8
Virginia,2018-05,2.9
Virginia,2018-06,3.1
Virginia,2018-07,3
Virginia,2018-08,3
Virginia,2018-09,2.8
Virginia,2018-10,2.7
Virginia,2018-11,2.7
Virginia,2018-12,2.7
Virginia,2019-01,3.4
Virginia,2019-02,3
Virginia,2019-03,3
Virginia,2019-04,2.4
Virginia,2019-05,2.7
Virginia,2019-06,2.8
Virginia,2019-07,2.9
Virginia,2019-08,2.9
Virginia,2019-09,2.6
Virginia,2019-10,2.5
Virginia,2019-11,2.5
Virginia,2019-12,2.4
Virginia,2020-01,2.9
Virginia,2020-02,2.7
Virginia,2020-03,3.2
Virginia,2020-04,11.1
Virginia,2020-05,9.8
Virginia,2020-06,10.1
Virginia,2020-07,9.2
Virginia,2020-08,7.5
Virginia,2020-09,6.2
Virginia,2020-10,5.3
Virginia,2020-11,5
Virginia,2020-12,4.5
Virginia,2021-01,4.9
Virginia,2021-02,4.6
Virginia,2021-03,4.5
Virginia,2021-04,4.1
Virginia,2021-05,4.2
Virginia,2021-06,4.7
Virginia,2021-07,4.2
Virginia,2021-08,4
Virginia,2021-09,3.4
Virginia,2021-10,3.1
Virginia,2021-11,2.1
Virginia,2021-12,2.7
Virginia,2022-01,2.8
Virginia,2022-02,2.6
Virginia,2022-03,2.6
Virginia,2022-04,2.3
Virginia,2022-05,2.8
Virginia,2022-06,2.9
Virginia,2022-07,2.9
Virginia,2022-08,3.3
Virginia,2022-09,2.9
Virginia,2022-10,2.8
Virginia,2022-11,2.8
Virginia,2022-12,2.5
Virginia,2023-01,3
Virginia,2023-02,2.9
Virginia,2023-03,2.8
Virginia,2023-04,2.4
Virginia,2023-05,2.8
Virginia,2023-06,2.9
Virginia,2023-07,2.9
Virginia,2023-08,3.2
Virginia,2023-09,3
Virginia,2023-10,3
Virginia,2023-11,2.9
Virginia,2023-12,2.7
Virginia,2024-01,2.7
Virginia,2024-02,2.9
Virginia,2024-03,2.4
Virginia,2024-04,2.3
Virginia,2024-05,2.7
Virginia,2024-06,3
Virginia,2024-07,3.3
Virginia,2024-08,3.5
Virginia,2024-09,3.1
Virginia,2024-10,2.9
Virginia,2024-11,3
Virginia,2024-12,2.5
